36.5,4.562810344827586e-06
37.0,4.452068965517242e-06
37.5,4.344844827586207e-06
38.0,4.2389310344827596e-06
38.5,4.13503448275862e-06
39.0,4.0343793103448275e-06
39.5,3.932017241379311e-06
40.0,3.8315172413793105e-06
40.5,3.731586206896552e-06
41.0,3.6276551724137926e-06
41.5,3.527568965517242e-06
42.0,3.4258275862068965e-06
42.5,3.322206896551725e-06
43.0,3.2192758620689664e-06
43.5,3.1129999999999992e-06
44.0,3.007310344827586e-06
44.5,2.902103448275862e-06
45.0,2.7941379310344833e-06
45.5,2.6863620689655183e-06
46.0,2.5769655172413796e-06
46.5,2.4641896551724135e-06
47.0,2.3493103448275867e-06
47.5,2.2263793103448285e-06
48.0,2.1017241379310327e-06
48.5,1.971379310344827e-06
49.0,1.8336206896551722e-06
49.5,1.6929827586206895e-06
50.0,1.543241379310346e-06
50.5,1.3893275862068949e-06
51.0,1.2417241379310333e-06
51.5,1.1032068965517243e-06
52.0,9.852689655172425e-07
52.5,8.886965517241381e-07
53.0,8.053965517241374e-07
53.5,7.257482758620689e-07
54.0,6.367103448275858e-07
54.5,5.380051724137936e-07
55.0,4.3465862068965573e-07
55.5,3.3249827586206787e-07
56.0,2.3763448275862047e-07
56.5,1.5299655172413846e-07
57.0,8.753655172413803e-08
57.5,5.030689655172439e-08
58.0,3.04e-08
58.05,3.011475862068969e-08
58.1,2.982951724137932e-08
58.15,2.9544275862069008e-08
58.2,2.9259034482758645e-08
58.25,2.897379310344828e-08
58.3,2.8688551724137965e-08
58.35,2.8403310344827602e-08
58.4,2.8118068965517288e-08
58.45,2.7832827586206925e-08
58.5,2.7547586206896562e-08
58.55,2.7262344827586245e-08
58.6,2.6977103448275882e-08
58.65,2.669186206896557e-08
58.7,2.6406620689655156e-08
58.75,2.6121379310344843e-08
58.8,2.5836137931034526e-08
58.85,2.5550896551724163e-08
58.9,2.52656551724138e-08
58.95,2.4980413793103437e-08
59.0,2.4695172413793123e-08
59.05,2.4409931034482807e-08
59.1,2.4124689655172444e-08
59.15,2.383944827586208e-08
59.2,2.3554206896551717e-08
59.25,2.3268965517241404e-08
59.3,2.2983724137931087e-08
59.35,2.2698482758620724e-08
59.4,2.241324137931036e-08
59.45,2.2127999999999998e-08
59.5,2.1842758620689685e-08
59.55,2.1557517241379368e-08
59.6,2.127227586206896e-08
59.65,2.0987034482758642e-08
59.7,2.070179310344828e-08
59.75,2.0416551724137965e-08
59.8,2.01313103448276e-08
59.85,1.991020689655172e-08
59.9,1.9710482758620708e-08
59.95,1.951075862068966e-08
60.0,1.9311034482758647e-08
60.05,1.91113103448276e-08
60.1,1.8911586206896553e-08
60.15,1.871186206896554e-08
60.2,1.8512137931034493e-08
60.25,1.831241379310348e-08
60.3,1.8112689655172432e-08
60.35,1.7912965517241386e-08
60.4,1.771324137931037e-08
60.45,1.7513517241379322e-08
60.5,1.7313793103448275e-08
60.55,1.711406896551726e-08
60.6,1.6914344827586215e-08
60.65,1.67146206896552e-08
60.7,1.6514896551724154e-08
60.75,1.6315172413793107e-08
60.8,1.6115448275862094e-08
60.85,1.5915724137931047e-08
60.9,1.5716000000000033e-08
60.95,1.5516275862068953e-08
61.0,1.531655172413794e-08
61.05,1.5116827586206926e-08
61.1,1.491710344827588e-08
61.15,1.4717379310344864e-08
61.2,1.4517655172413784e-08
61.25,1.431793103448277e-08
61.3,1.4118206896551755e-08
61.35,1.3918482758620708e-08
61.4,1.3718758620689661e-08
61.45,1.3519034482758614e-08
61.5,1.33193103448276e-08
61.55,1.3119586206896587e-08
61.6,1.291986206896554e-08
61.65,1.2667290640394115e-08
61.7,1.2361871921182291e-08
61.75,1.205645320197052e-08
61.8,1.1777183908046074e-08
61.85,1.1529236453202055e-08
61.9,1.1281288998358036e-08
61.95,1.1033341543514016e-08
62.0,1.0785394088670038e-08
62.05,1.053744663382606e-08
62.1,1.0342720853858804e-08
62.15,1.024058620689657e-08
62.2,1.0138451559934317e-08
62.25,1.0036316912972083e-08
62.3,9.93418226600983e-09
62.35,9.832047619047578e-09
62.4,9.758044624746451e-09
62.45,9.758206896551724e-09
62.5,9.758369168356999e-09
62.55,9.758531440162272e-09
62.6,9.758693711967546e-09
62.65,9.75885598377282e-09
62.7,9.759e-09
62.75,9.759e-09
62.8,9.759e-09
62.85,9.759e-09
62.9,9.759e-09
62.95,9.759e-09
63.0,9.759003651115619e-09
63.05,1.240470707070707e-09
63.1,1.241e-09
63.15,1.241e-09
63.2,1.241e-09
63.25,1.241e-09
63.3,1.241e-09
63.35,1.241e-09
63.4,1.241e-09
63.45,1.241e-09
63.5,1.241e-09
63.55,1.241e-09
63.6,1.2412084562438544e-09
63.65,1.2419950835791543e-09
63.7,1.2412251461988304e-09
63.75,1.241e-09
63.8,1.241e-09
63.85,1.241104347826087e-09
63.9,1.2418772946859904e-09
63.95,1.242e-09
64.0,1.242e-09
64.05,1.242e-09
64.1,1.242e-09
64.15,1.242e-09
64.2,1.242493295019157e-09
64.25,1.2427404214559386e-09
64.3,1.242e-09
64.35,1.242e-09
64.4,1.242e-09
64.45,1.242e-09
64.5,1.242e-09
64.55,1.242e-09
64.6,1.242e-09
64.65,1.242e-09
64.7,1.2420856873822976e-09
64.75,1.2428389830508475e-09
64.8,1.243e-09
64.85,1.243e-09
64.9,1.243e-09
64.95,1.243e-09
65.0,1.243e-09
65.05,1.243e-09
65.1,1.243e-09
65.15,1.243e-09
65.2,1.243e-09
65.25,1.243e-09
65.3,1.2430821661998131e-09
65.35,1.243829131652661e-09
65.4,1.2434239028944911e-09
65.45,1.243e-09
65.5,1.243e-09
65.55,1.243e-09
65.6,1.243e-09
65.65,1.243310924369748e-09
65.7,1.244e-09
65.75,1.244e-09
65.8,1.244e-09
65.85,1.244e-09
65.9,1.244e-09
65.95,1.244e-09
66.0,1.244e-09
66.05,1.244e-09
66.1,1.244e-09
66.15,1.244e-09
66.2,1.244e-09
66.25,1.244e-09
66.3,1.244e-09
66.35,1.244e-09
66.4,1.2290508474576245e-09
66.45,1.197661016949151e-09
66.5,1.1504743230625556e-09
66.55,1.1064033613445404e-09
66.6,1.0698728813559357e-09
91.73,0.0
116.87,0.0
142.0,0.0
167.14,0.0
192.27,0.0
217.41,0.0
242.54,0.0
267.68,0.0
292.81,0.0
317.95,0.0
343.08,0.0
368.22,0.0
393.35,0.0
418.49,0.0
443.62,0.0
468.76,0.0
493.89,0.0
519.03,0.0
544.16,0.0
569.3,0.0
594.43,0.0
619.57,0.0
644.7,0.0
669.84,0.0
694.97,0.0
720.11,0.0
745.24,0.0
770.38,0.0
795.51,0.0
820.65,0.0
845.78,0.0
870.92,0.0
896.05,0.0
921.19,0.0
946.32,0.0
971.45,0.0
996.59,0.0
1021.72,0.0
1046.86,0.0
1071.99,0.0
1097.13,0.0
1122.26,0.0
1147.4,0.0
1172.53,0.0
1197.67,0.0
1222.8,0.0
1247.94,0.0
1273.07,0.0
1298.21,0.0
1323.34,0.0
1348.48,0.0
1373.61,0.0
1398.75,0.0
1423.88,0.0
1449.02,0.0
1474.15,0.0
1499.29,0.0
1524.42,0.0
1549.56,0.0
1574.69,0.0
1599.83,0.0
1624.96,0.0
1650.1,0.0
1675.23,0.0
1700.37,0.0
1725.5,0.0
1750.64,0.0
1775.77,0.0
1800.9,0.0
1826.04,0.0
1851.17,0.0
1876.31,0.0
1901.44,0.0
1926.58,0.0
1951.71,0.0
1976.85,0.0
2001.98,0.0
2027.12,0.0
2052.25,0.0
2077.39,0.0
2102.52,0.0
2127.66,0.0
2152.79,0.0
2177.93,0.0
2203.06,0.0
2228.2,0.0
2253.33,0.0
2278.47,0.0
2303.6,0.0
2328.74,0.0
2353.87,0.0
2379.01,0.0
2404.14,0.0
2429.28,0.0
2454.41,0.0
2479.55,0.0
2504.68,0.0
2529.82,0.0
2554.95,0.0
2580.09,0.0
2605.22,0.0
2630.36,0.0
2655.49,0.0
