 0.000	 -16.73
 0.200	 -17.85
 0.400	 -18.97
 0.600	  -20.1
 0.800	 -21.22
 1.000	 -22.34
 1.200	 -23.13
 1.400	 -23.91
 1.600	 -24.69
 1.800	 -25.47
 2.000	 -26.26
 2.200	 -26.72
 2.400	 -27.19
 2.600	 -27.66
 2.800	 -28.12
 3.000	 -28.59
 3.200	 -28.83
 3.400	 -29.08
 3.600	 -29.32
 3.800	 -29.56
 4.000	 -29.81
 4.200	 -29.91
 4.400	 -30.01
 4.600	 -30.12
 4.800	 -30.22
 5.000	 -30.33
 5.200	 -30.35
 5.400	 -30.38
 5.600	 -30.41
 5.800	 -30.43
 6.000	 -30.46
 6.200	 -30.45
 6.400	 -30.44
 6.600	 -30.43
 6.800	 -30.42
 7.000	 -30.41
 7.200	 -30.39
 7.400	 -30.36
 7.600	 -30.34
 7.800	 -30.31
 8.000	 -30.29
 8.200	 -30.26
 8.400	 -30.23
 8.600	 -30.21
 8.800	 -30.18
 9.000	 -30.15
 9.200	 -30.13
 9.400	 -30.11
 9.600	 -30.08
 9.800	 -30.06
10.000	 -30.04
10.200	 -30.02
10.400	    -30
10.600	 -29.98
10.800	 -29.97
11.000	 -29.95
11.200	 -29.94
11.400	 -29.92
11.600	 -29.91
11.800	  -29.9
12.000	 -29.88
12.200	 -29.88
12.400	 -29.87
12.600	 -29.86
12.800	 -29.85
13.000	 -29.84
13.200	 -29.84
13.400	 -29.83
13.600	 -29.83
13.800	 -29.82
14.000	 -29.82
14.200	 -29.82
14.400	 -29.81
14.600	 -29.81
14.800	 -29.81
15.000	  -29.8
15.200	  -29.8
15.400	  -29.8
15.600	  -29.8
15.800	  -29.8
16.000	  -29.8
16.200	  -29.8
16.400	  -29.8
16.600	  -29.8
16.800	  -29.8
17.000	  -29.8
17.200	  -29.8
17.400	  -29.8
17.600	  -29.8
17.800	  -29.8
18.000	  -29.8
18.200	  -29.8
18.400	  -29.8
18.600	  -29.8
18.800	  -29.8
19.000	  -29.8
19.200	 -29.81
19.400	 -29.81
19.600	 -29.81
19.800	 -29.81
20.000	 -29.81
20.200	 -29.81
20.400	 -29.81
20.600	 -29.81
20.800	 -29.81
21.000	 -29.81
21.200	 -29.81
21.400	 -29.81
21.600	 -29.81
21.800	 -29.81
22.000	 -29.81
22.200	 -29.81
22.400	 -29.81
22.600	 -29.81
22.800	 -29.81
23.000	 -29.81
23.200	 -29.81
23.400	 -29.81
23.600	 -29.81
23.800	 -29.81
24.000	 -29.82
24.200	 -29.82
24.400	 -29.82
24.600	 -29.82
24.800	 -29.82
25.000	 -29.82
25.200	 -29.82
25.400	 -29.82
25.600	 -29.82
25.800	 -29.82
26.000	 -29.82
26.200	 -29.82
26.400	 -29.81
26.600	 -29.81
26.800	 -29.81
27.000	 -29.81
27.200	 -29.81
27.400	 -29.81
27.600	 -29.81
27.800	 -29.81
28.000	 -29.81
28.200	 -29.81
28.400	 -29.81
28.600	 -29.81
28.800	 -29.81
29.000	 -29.81
29.200	 -29.81
29.400	 -29.81
29.600	 -29.81
29.800	 -29.81
30.000	 -29.81
30.200	 -29.81
30.400	 -29.81
30.600	 -29.81
30.800	 -29.81
31.000	 -29.81
31.200	 -29.81
31.400	 -29.81
31.600	 -29.81
31.800	 -29.81
32.000	 -29.81
32.200	 -29.81
32.400	 -29.81
32.600	 -29.81
32.800	 -29.81
33.000	 -29.81
33.200	 -29.81
33.400	 -29.81
33.600	 -29.81
33.800	 -29.81
34.000	 -29.81
34.200	 -29.81
34.400	 -29.81
34.600	 -29.81
34.800	 -29.81
35.000	 -29.81
35.200	 -29.81
35.400	 -29.81
35.600	 -29.81
35.800	 -29.81
36.000	 -29.81
36.200	 -29.81
36.400	 -29.81
36.600	 -29.81
36.800	 -29.81
37.000	 -29.81
37.200	 -29.81
37.400	 -29.81
37.600	 -29.81
37.800	 -29.81
38.000	 -29.81
38.200	 -29.81
38.400	 -29.81
38.600	 -29.81
38.800	 -29.81
39.000	 -29.81
39.200	 -29.81
39.400	 -29.81
39.600	 -29.81
39.800	 -29.81
40.000	 -29.81
40.200	 -29.81
40.400	 -29.81
40.600	 -29.81
40.800	 -29.81
41.000	 -29.81
41.200	 -29.81
41.400	 -29.81
41.600	 -29.81
41.800	 -29.81
42.000	 -29.81
42.200	 -29.81
42.400	 -29.81
42.600	 -29.81
42.800	 -29.81
43.000	 -29.81
43.200	  -29.8
43.400	  -29.8
43.600	  -29.8
43.800	  -29.8
44.000	  -29.8
44.200	  -29.8
44.400	  -29.8
44.600	  -29.8
44.800	  -29.8
45.000	  -29.8
45.200	  -29.8
45.400	  -29.8
45.600	  -29.8
45.800	  -29.8
46.000	  -29.8
46.200	  -29.8
46.400	  -29.8
46.600	  -29.8
46.800	  -29.8
47.000	  -29.8
47.200	  -29.8
47.400	  -29.8
47.600	  -29.8
47.800	  -29.8
48.000	  -29.8
48.200	  -29.8
48.400	  -29.8
48.600	  -29.8
48.800	  -29.8
49.000	  -29.8
49.200	  -29.8
49.400	  -29.8
49.600	  -29.8
49.800	  -29.8
50.000	  -29.8
50.200	  -29.8
50.400	  -29.8
50.600	  -29.8
50.800	  -29.8
51.000	  -29.8
51.200	  -29.8
51.400	  -29.8
51.600	  -29.8
51.800	  -29.8
52.000	  -29.8
52.200	  -29.8
52.400	  -29.8
52.600	  -29.8
52.800	  -29.8
53.000	  -29.8
53.200	  -29.8
53.400	  -29.8
53.600	  -29.8
53.800	  -29.8
54.000	  -29.8
54.200	  -29.8
54.400	  -29.8
54.600	  -29.8
54.800	  -29.8
55.000	  -29.8
55.200	  -29.8
55.400	  -29.8
55.600	  -29.8
55.800	  -29.8
56.000	  -29.8
56.200	  -29.8
56.400	  -29.8
56.600	  -29.8
56.800	  -29.8
57.000	  -29.8
57.200	  -29.8
57.400	  -29.8
57.600	  -29.8
57.800	  -29.8
58.000	  -29.8
58.200	  -29.8
58.400	  -29.8
58.600	  -29.8
58.800	  -29.8
59.000	  -29.8
59.200	  -29.8
59.400	  -29.8
59.600	  -29.8
59.800	  -29.8
60.000	  -29.8
60.200	  -29.8
60.400	  -29.8
60.600	  -29.8
60.800	  -29.8
61.000	  -29.8
61.200	  -29.8
61.400	  -29.8
61.600	  -29.8
61.800	  -29.8
62.000	  -29.8
62.200	  -29.8
62.400	  -29.8
62.600	  -29.8
62.800	  -29.8
63.000	  -29.8
63.200	  -29.8
63.400	  -29.8
63.600	  -29.8
63.800	  -29.8
64.000	  -29.8
64.200	  -29.8
64.400	  -29.8
64.600	  -29.8
64.800	  -29.8
65.000	  -29.8
65.200	  -29.8
65.400	  -29.8
65.600	  -29.8
65.800	  -29.8
66.000	  -29.8
66.200	  -29.8
66.400	  -29.8
66.600	  -29.8
66.800	  -29.8
67.000	  -29.8
67.200	  -29.8
67.400	  -29.8
67.600	  -29.8
67.800	  -29.8
68.000	  -29.8
68.200	  -29.8
68.400	  -29.8
68.600	  -29.8
68.800	  -29.8
69.000	  -29.8
69.200	  -29.8
69.400	  -29.8
69.600	  -29.8
69.800	  -29.8
70.000	  -29.8
70.200	  -29.8
70.400	  -29.8
70.600	  -29.8
70.800	  -29.8
71.000	  -29.8
71.200	  -29.8
71.400	  -29.8
71.600	  -29.8
71.800	  -29.8
72.000	  -29.8
72.200	  -29.8
72.400	  -29.8
72.600	  -29.8
72.800	  -29.8
73.000	  -29.8
73.200	  -29.8
73.400	  -29.8
73.600	 -29.79
73.800	 -29.79
74.000	 -29.79
74.200	 -29.79
74.400	 -29.79
74.600	 -29.79
74.800	 -29.79
75.000	 -29.79
75.200	 -29.79
75.400	 -29.79
75.600	 -29.79
75.800	 -29.79
76.000	 -29.79
76.200	 -29.79
76.400	 -29.79
76.600	 -29.79
76.800	 -29.79
77.000	 -29.79
77.200	 -29.79
77.400	 -29.79
77.600	 -29.79
77.800	 -29.79
78.000	 -29.79
78.200	 -29.79
78.400	 -29.79
78.600	 -29.79
78.800	 -29.79
79.000	 -29.79
79.200	 -29.79
79.400	 -29.79
79.600	 -29.79
79.800	 -29.79
80.000	 -29.79
81.000	 -29.79
82.000	 -29.79
83.000	 -29.79
84.000	 -29.79
85.000	 -29.79
86.000	 -29.79
87.000	 -29.79
88.000	 -29.79
89.000	 -29.79
90.000	 -29.79
91.000	 -29.79
92.000	 -29.79
93.000	 -29.79
94.000	 -29.79
95.000	 -29.79
96.000	 -29.79
97.000	 -29.79
98.000	 -29.79
99.000	 -29.79
100.000	 -29.79
101.000	 -29.79
102.000	 -29.79
103.000	 -29.79
104.000	 -29.79
105.000	 -29.79
106.000	 -29.79
107.000	 -29.79
108.000	 -29.79
109.000	 -29.79
110.000	 -29.79
111.000	 -29.79
112.000	 -29.79
113.000	 -29.79
114.000	 -29.79
115.000	 -29.79
116.000	 -29.79
117.000	 -29.79
118.000	 -29.79
119.000	 -29.79
120.000	 -29.79
121.000	 -29.79
122.000	 -29.79
123.000	 -29.79
124.000	 -29.79
125.000	 -29.79
126.000	 -29.79
127.000	 -29.79
128.000	 -29.79
129.000	 -29.79
130.000	 -29.79
131.000	 -29.79
132.000	 -29.79
133.000	 -29.79
134.000	 -29.79
135.000	 -29.79
136.000	 -29.79
137.000	 -29.79
138.000	 -29.79
139.000	 -29.79
140.000	 -29.79
141.000	 -29.79
142.000	 -29.79
143.000	 -29.79
144.000	 -29.79
145.000	 -29.79
146.000	 -29.79
147.000	 -29.79
148.000	 -29.79
149.000	 -29.79
150.000	 -29.79
151.000	 -29.79
152.000	 -29.79
153.000	 -29.79
154.000	 -29.79
155.000	 -29.79
156.000	 -29.79
157.000	 -29.79
158.000	 -29.79
159.000	 -29.79
160.000	 -29.79
161.000	 -29.79
162.000	 -29.79
163.000	 -29.79
164.000	 -29.79
165.000	 -29.79
166.000	 -29.79
167.000	 -29.79
168.000	 -29.79
169.000	 -29.79
170.000	 -29.79
171.000	 -29.79
172.000	 -29.79
173.000	 -29.79
174.000	 -29.79
175.000	 -29.79
176.000	 -29.79
177.000	 -29.79
178.000	 -29.79
179.000	 -29.79
180.000	 -29.79
181.000	 -29.79
182.000	 -29.79
183.000	 -29.79
184.000	 -29.79
185.000	 -29.79
186.000	 -29.79
187.000	 -29.79
188.000	 -29.79
189.000	 -29.79
190.000	 -29.79
191.000	 -29.79
192.000	 -29.79
193.000	 -29.79
194.000	 -29.79
195.000	 -29.79
196.000	 -29.79
197.000	 -29.79
198.000	 -29.78
199.000	 -29.78
200.000	 -29.78
201.000	 -29.78
202.000	 -29.78
203.000	 -29.78
204.000	 -29.78
205.000	 -29.78
206.000	 -29.78
207.000	 -29.78
208.000	 -29.78
209.000	 -29.78
210.000	 -29.78
211.000	 -29.78
212.000	 -29.78
213.000	 -29.78
214.000	 -29.78
215.000	 -29.78
216.000	 -29.78
217.000	 -29.78
218.000	 -29.78
219.000	 -29.78
220.000	 -29.78
221.000	 -29.78
222.000	 -29.78
223.000	 -29.78
224.000	 -29.78
225.000	 -29.78
226.000	 -29.78
227.000	 -29.78
228.000	 -29.78
229.000	 -29.78
230.000	 -29.78
231.000	 -29.78
232.000	 -29.78
233.000	 -29.78
234.000	 -29.78
235.000	 -29.78
236.000	 -29.78
237.000	 -29.78
238.000	 -29.78
239.000	 -29.78
240.000	 -29.78
241.000	 -29.78
242.000	 -29.78
243.000	 -29.78
244.000	 -29.78
245.000	 -29.78
246.000	 -29.78
247.000	 -29.78
248.000	 -29.78
249.000	 -29.78
250.000	 -29.78
251.000	 -29.78
252.000	 -29.78
253.000	 -29.78
254.000	 -29.78
255.000	 -29.78
256.000	 -29.78
257.000	 -29.78
258.000	 -29.78
259.000	 -29.78
260.000	 -29.78
261.000	 -29.78
262.000	 -29.78
263.000	 -29.78
